Frequency (eV),Frequency (meV),vDOS 300K
2.1215,2121.5,8.11848E-05
2.1217,2121.7,8.68236E-05
2.1219,2121.9,0.000081084
2.1221,2122.1,8.67168E-05
2.1223,2122.3,0.000080976
2.1225,2122.5,8.67684E-05
2.1228,2122.8,8.10276E-05
2.123,2123,8.67756E-05
2.1232,2123.2,8.10396E-05
2.1234,2123.4,0.00008673
2.1236,2123.6,8.11008E-05
2.1239,2123.9,8.67444E-05
2.1241,2124.1,8.09904E-05
2.1243,2124.3,8.65908E-05
2.1245,2124.5,8.09232E-05
2.1247,2124.7,8.65728E-05
2.1249,2124.9,8.08956E-05
2.1252,2125.2,8.66256E-05
2.1254,2125.4,8.08812E-05
2.1256,2125.6,8.66616E-05
2.1258,2125.8,8.09064E-05
2.126,2126,8.65548E-05
2.1262,2126.2,0.00008097
2.1265,2126.5,8.65764E-05
2.1267,2126.7,8.08392E-05
2.1269,2126.9,8.64468E-05
2.1271,2127.1,8.06976E-05
2.1273,2127.3,8.64816E-05
2.1275,2127.5,8.07132E-05
2.1278,2127.8,8.62476E-05
2.128,2128,8.06472E-05
2.1282,2128.2,8.64516E-05
2.1284,2128.4,0.00008079
2.1286,2128.6,8.63088E-05
2.1289,2128.9,0.0000807
2.1291,2129.1,0.000086538
2.1293,2129.3,8.07276E-05
2.1295,2129.5,8.62896E-05
2.1297,2129.7,0.00008058
2.1299,2129.9,0.0000864
2.1302,2130.2,8.05464E-05
2.1304,2130.4,0.00008622
2.1306,2130.6,0.000080496
2.1308,2130.8,8.61948E-05
2.131,2131,8.05308E-05
2.1312,2131.2,8.62212E-05
2.1315,2131.5,8.05656E-05
2.1317,2131.7,8.62248E-05
2.1319,2131.9,0.0000804
2.1321,2132.1,0.000086202
2.1323,2132.3,8.05404E-05
2.1325,2132.5,0.00008607
2.1328,2132.8,8.03532E-05
2.133,2133,0.0000861
2.1332,2133.2,8.05092E-05
2.1334,2133.4,8.59752E-05
2.1336,2133.6,0.000080244
2.1338,2133.8,8.60532E-05
2.1341,2134.1,8.03676E-05
2.1343,2134.3,8.60052E-05
2.1345,2134.5,8.03364E-05
2.1347,2134.7,8.60004E-05
2.1349,2134.9,8.03232E-05
2.1352,2135.2,8.59524E-05
2.1354,2135.4,8.02968E-05
2.1356,2135.6,8.58024E-05
2.1358,2135.8,8.01288E-05
2.136,2136,0.000085926
2.1362,2136.2,8.02344E-05
2.1365,2136.5,8.58948E-05
2.1367,2136.7,8.01792E-05
2.1369,2136.9,8.59488E-05
2.1371,2137.1,8.02836E-05
2.1373,2137.3,8.57148E-05
2.1375,2137.5,8.01864E-05
2.1378,2137.8,8.57304E-05
2.138,2138,8.01036E-05
2.1382,2138.2,8.56884E-05
2.1384,2138.4,8.00904E-05
2.1386,2138.6,8.57292E-05
2.1388,2138.8,8.00448E-05
2.1391,2139.1,8.57892E-05
2.1393,2139.3,8.01492E-05
2.1395,2139.5,8.57328E-05
2.1397,2139.7,8.00832E-05
2.1399,2139.9,8.57232E-05
2.1402,2140.2,8.00484E-05
2.1404,2140.4,8.55324E-05
2.1406,2140.6,7.98864E-05
2.1408,2140.8,0.000085566
2.141,2141,7.99116E-05
2.1412,2141.2,8.55912E-05
2.1415,2141.5,8.00328E-05
2.1417,2141.7,8.56044E-05
2.1419,2141.9,7.99608E-05
2.1421,2142.1,8.55024E-05
2.1423,2142.3,7.99464E-05
2.1425,2142.5,8.54076E-05
2.1428,2142.8,0.000079818
2.143,2143,8.54028E-05
2.1432,2143.2,7.98492E-05
2.1434,2143.4,8.52948E-05
2.1436,2143.6,0.000079812
2.1438,2143.8,8.53932E-05
2.1441,2144.1,0.000079746
2.1443,2144.3,8.53044E-05
2.1445,2144.5,7.97508E-05
2.1447,2144.7,8.54832E-05
2.1449,2144.9,0.00007977
2.1452,2145.2,8.53044E-05
2.1454,2145.4,7.97136E-05
2.1456,2145.6,8.52552E-05
2.1458,2145.8,0.000079656
2.146,2146,8.50992E-05
2.1462,2146.2,7.96104E-05
2.1465,2146.5,8.52324E-05
2.1467,2146.7,7.96512E-05
2.1469,2146.9,8.51376E-05
2.1471,2147.1,7.96284E-05
2.1473,2147.3,0.000085134
2.1475,2147.5,7.95864E-05
2.1478,2147.8,8.51256E-05
2.148,2148,0.000079518
2.1482,2148.2,0.000085074
2.1484,2148.4,7.95552E-05
2.1486,2148.6,8.50188E-05
2.1488,2148.8,7.94964E-05
2.1491,2149.1,8.51244E-05
2.1493,2149.3,7.94244E-05
2.1495,2149.5,8.50464E-05
2.1497,2149.7,7.95036E-05
2.1499,2149.9,8.49972E-05
2.1502,2150.2,0.000079482
2.1504,2150.4,0.000084858
2.1506,2150.6,7.93992E-05
2.1508,2150.8,8.48328E-05
2.151,2151,7.94124E-05
2.1512,2151.2,8.48184E-05
2.1515,2151.5,7.93452E-05
2.1517,2151.7,0.000085002
2.1519,2151.9,7.94028E-05
2.1521,2152.1,8.47944E-05
2.1523,2152.3,7.93092E-05
2.1525,2152.5,8.48772E-05
2.1528,2152.8,7.93308E-05
2.153,2153,8.46384E-05
2.1532,2153.2,7.91784E-05
2.1534,2153.4,8.47404E-05
2.1536,2153.6,7.92576E-05
2.1538,2153.8,8.46948E-05
2.1541,2154.1,7.91316E-05
2.1543,2154.3,8.47944E-05
2.1545,2154.5,7.92372E-05
2.1547,2154.7,8.47524E-05
2.1549,2154.9,7.91832E-05
2.1551,2155.1,8.46312E-05
2.1554,2155.4,7.90848E-05
2.1556,2155.6,8.45832E-05
2.1558,2155.8,7.90176E-05
2.156,2156,8.45172E-05
2.1562,2156.2,7.90908E-05
2.1565,2156.5,0.00008457
2.1567,2156.7,0.000079116
2.1569,2156.9,8.45148E-05
2.1571,2157.1,7.90104E-05
2.1573,2157.3,8.45748E-05
2.1575,2157.5,7.90524E-05
2.1578,2157.8,8.44644E-05
2.158,2158,7.89696E-05
2.1582,2158.2,8.44248E-05
2.1584,2158.4,7.89192E-05
2.1586,2158.6,8.44128E-05
2.1588,2158.8,7.89948E-05
2.1591,2159.1,0.000084372
2.1593,2159.3,0.000078846
2.1595,2159.5,8.43336E-05
2.1597,2159.7,0.00007899
2.1599,2159.9,0.000084414
2.1601,2160.1,7.88652E-05
2.1604,2160.4,0.000084306
2.1606,2160.6,7.88784E-05
2.1608,2160.8,8.41632E-05
2.161,2161,7.86984E-05
2.1612,2161.2,8.42604E-05
2.1615,2161.5,7.87644E-05
2.1617,2161.7,8.41704E-05
2.1619,2161.9,0.000078792
2.1621,2162.1,8.41368E-05
2.1623,2162.3,7.88976E-05
2.1625,2162.5,8.40852E-05
2.1628,2162.8,0.000078678
2.163,2163,8.41956E-05
2.1632,2163.2,7.86732E-05
2.1634,2163.4,8.40012E-05
2.1636,2163.6,7.85856E-05
2.1638,2163.8,8.40432E-05
2.1641,2164.1,7.86048E-05
2.1643,2164.3,0.000084012
2.1645,2164.5,7.86456E-05
2.1647,2164.7,0.000084078
2.1649,2164.9,0.00007866
2.1651,2165.1,8.40564E-05
2.1654,2165.4,7.86636E-05
2.1656,2165.6,0.000084012
2.1658,2165.8,7.85004E-05
2.166,2166,8.38824E-05
2.1662,2166.2,7.84212E-05
2.1665,2166.5,8.38872E-05
2.1667,2166.7,7.84656E-05
2.1669,2166.9,8.38236E-05
2.1671,2167.1,7.85292E-05
2.1673,2167.3,8.38848E-05
2.1675,2167.5,7.84764E-05
2.1678,2167.8,8.38248E-05
2.168,2168,7.84524E-05
2.1682,2168.2,8.38488E-05
2.1684,2168.4,7.83852E-05
2.1686,2168.6,0.000083772
2.1688,2168.8,7.83588E-05
2.1691,2169.1,0.000083844
2.1693,2169.3,7.83084E-05
2.1695,2169.5,8.37372E-05
2.1697,2169.7,7.83612E-05
2.1699,2169.9,8.37768E-05
2.1701,2170.1,7.83324E-05
2.1704,2170.4,8.36892E-05
2.1706,2170.6,7.82328E-05
2.1708,2170.8,8.37372E-05
2.171,2171,7.81884E-05
2.1712,2171.2,0.000083532
2.1714,2171.4,0.000078252
2.1717,2171.7,0.000083592
2.1719,2171.9,7.82136E-05
2.1721,2172.1,8.35164E-05
2.1723,2172.3,7.81584E-05
2.1725,2172.5,8.35812E-05
2.1728,2172.8,0.000078132
2.173,2173,8.34636E-05
2.1732,2173.2,7.81656E-05
2.1734,2173.4,8.36088E-05
2.1736,2173.6,0.000078054
2.1738,2173.8,8.33328E-05
2.1741,2174.1,7.81104E-05
2.1743,2174.3,0.0000834
2.1745,2174.5,7.78668E-05
2.1747,2174.7,0.000083292
2.1749,2174.9,7.81224E-05
2.1751,2175.1,8.34696E-05
2.1754,2175.4,7.78512E-05
2.1756,2175.6,8.33352E-05
2.1758,2175.8,0.000077982
2.176,2176,8.33016E-05
2.1762,2176.2,7.78428E-05
2.1764,2176.4,8.31732E-05
2.1767,2176.7,0.000077982
2.1769,2176.9,8.32812E-05
2.1771,2177.1,7.78308E-05
2.1773,2177.3,0.000083184
2.1775,2177.5,7.78404E-05
2.1778,2177.8,0.000083286
2.178,2178,7.78404E-05
2.1782,2178.2,8.30616E-05
2.1784,2178.4,7.78572E-05
2.1786,2178.6,0.000083106
2.1788,2178.8,7.78248E-05
2.1791,2179.1,0.000082974
2.1793,2179.3,7.77168E-05
2.1795,2179.5,0.000083046
2.1797,2179.7,7.76472E-05
2.1799,2179.9,8.30508E-05
2.1801,2180.1,7.77828E-05
2.1804,2180.4,8.30712E-05
2.1806,2180.6,7.76592E-05
2.1808,2180.8,8.30808E-05
2.181,2181,0.000077808
2.1812,2181.2,0.000082908
2.1814,2181.4,7.75356E-05
2.1817,2181.7,0.000083004
2.1819,2181.9,7.75788E-05
2.1821,2182.1,8.28456E-05
2.1823,2182.3,7.75392E-05
2.1825,2182.5,8.28108E-05
2.1828,2182.8,0.000077544
2.183,2183,8.28348E-05
2.1832,2183.2,0.000077616
2.1834,2183.4,8.27496E-05
2.1836,2183.6,7.75188E-05
2.1838,2183.8,8.28132E-05
2.1841,2184.1,7.75332E-05
2.1843,2184.3,8.27088E-05
2.1845,2184.5,7.74588E-05
2.1847,2184.7,8.27904E-05
2.1849,2184.9,7.74168E-05
2.1851,2185.1,0.00008271
2.1854,2185.4,7.74756E-05
2.1856,2185.6,0.000082734
2.1858,2185.8,0.000077406
2.186,2186,8.26032E-05
2.1862,2186.2,7.75044E-05
2.1864,2186.4,8.27004E-05
2.1867,2186.7,7.72704E-05
2.1869,2186.9,8.26236E-05
2.1871,2187.1,7.74204E-05
2.1873,2187.3,8.25408E-05
2.1875,2187.5,7.72476E-05
2.1878,2187.8,8.25564E-05
2.188,2188,7.73796E-05
2.1882,2188.2,8.25336E-05
2.1884,2188.4,7.71228E-05
2.1886,2188.6,8.26068E-05
2.1888,2188.8,7.72752E-05
2.1891,2189.1,8.24232E-05
2.1893,2189.3,7.72044E-05
2.1895,2189.5,8.25132E-05
2.1897,2189.7,7.72884E-05
2.1899,2189.9,0.000082434
2.1901,2190.1,7.71048E-05
2.1904,2190.4,8.24388E-05
2.1906,2190.6,7.71192E-05
2.1908,2190.8,8.24064E-05
2.191,2191,7.70616E-05
2.1912,2191.2,8.24484E-05
2.1914,2191.4,7.70796E-05
2.1917,2191.7,8.23068E-05
2.1919,2191.9,7.70736E-05
2.1921,2192.1,8.23092E-05
2.1923,2192.3,7.71432E-05
2.1925,2192.5,8.22564E-05
2.1927,2192.7,7.71024E-05
2.193,2193,8.22732E-05
2.1932,2193.2,7.69344E-05
2.1934,2193.4,0.000082158
2.1936,2193.6,7.69848E-05
2.1938,2193.8,8.22108E-05
2.1941,2194.1,0.000076998
2.1943,2194.3,8.21688E-05
2.1945,2194.5,0.000076968
2.1947,2194.7,8.21772E-05
2.1949,2194.9,7.68984E-05
2.1951,2195.1,8.20764E-05
2.1954,2195.4,7.69872E-05
2.1956,2195.6,0.000082086
2.1958,2195.8,7.69068E-05
2.196,2196,0.000082008
2.1962,2196.2,0.000076716
2.1964,2196.4,0.000082128
2.1967,2196.7,7.67364E-05
2.1969,2196.9,8.19708E-05
2.1971,2197.1,7.68312E-05
2.1973,2197.3,8.21208E-05
2.1975,2197.5,0.000076854
2.1977,2197.7,8.18316E-05
2.198,2198,7.68132E-05
2.1982,2198.2,8.20176E-05
2.1984,2198.4,7.66188E-05
2.1986,2198.6,8.17728E-05
2.1988,2198.8,0.000076626
2.1991,2199.1,0.000082056
2.1993,2199.3,7.65456E-05
2.1995,2199.5,8.18472E-05
2.1997,2199.7,7.67172E-05
2.1999,2199.9,8.18892E-05
2.2001,2200.1,7.66824E-05
2.2004,2200.4,8.16864E-05
2.2006,2200.6,7.66644E-05
2.2008,2200.8,0.000081768
2.201,2201,7.64904E-05
2.2012,2201.2,8.17116E-05
2.2014,2201.4,7.64736E-05
2.2017,2201.7,8.17536E-05
2.2019,2201.9,0.000076506
2.2021,2202.1,8.17572E-05
2.2023,2202.3,7.65852E-05
2.2025,2202.5,8.15628E-05
2.2027,2202.7,7.64976E-05
2.203,2203,0.00008157
2.2032,2203.2,7.64628E-05
2.2034,2203.4,8.16132E-05
2.2036,2203.6,7.63248E-05
2.2038,2203.8,8.16468E-05
2.2041,2204.1,0.000076422
2.2043,2204.3,8.15844E-05
2.2045,2204.5,0.000076458
2.2047,2204.7,8.15052E-05
2.2049,2204.9,7.64484E-05
2.2051,2205.1,8.14992E-05
2.2054,2205.4,7.64316E-05
2.2056,2205.6,0.000081378
2.2058,2205.8,7.62192E-05
2.206,2206,8.15148E-05
2.2062,2206.2,7.63332E-05
2.2064,2206.4,8.13672E-05
2.2067,2206.7,7.62708E-05
2.2069,2206.9,8.15376E-05
2.2071,2207.1,7.63068E-05
2.2073,2207.3,8.13156E-05
2.2075,2207.5,7.62912E-05
2.2077,2207.7,8.14572E-05
2.208,2208,7.62648E-05
2.2082,2208.2,8.12736E-05
2.2084,2208.4,7.62564E-05
2.2086,2208.6,8.13444E-05
2.2088,2208.8,7.60548E-05
2.209,2209,8.12436E-05
2.2093,2209.3,7.61868E-05
2.2095,2209.5,8.12064E-05
2.2097,2209.7,7.60344E-05
2.2099,2209.9,8.11632E-05
2.2101,2210.1,0.00007623
2.2104,2210.4,8.12052E-05
2.2106,2210.6,7.60236E-05
2.2108,2210.8,0.000081126
2.211,2211,0.000076032
2.2112,2211.2,8.11752E-05
2.2114,2211.4,7.59732E-05
2.2117,2211.7,0.00008109
2.2119,2211.9,7.59972E-05
2.2121,2212.1,0.000081084
2.2123,2212.3,0.000076002
2.2125,2212.5,0.000081084
2.2127,2212.7,0.000075966
2.213,2213,8.11188E-05
2.2132,2213.2,7.59048E-05
2.2134,2213.4,8.09736E-05
2.2136,2213.6,7.58832E-05
2.2138,2213.8,8.10636E-05
2.214,2214,7.58316E-05
2.2143,2214.3,8.09424E-05
2.2145,2214.5,0.000075924
2.2147,2214.7,0.00008088
2.2149,2214.9,7.57752E-05
2.2151,2215.1,8.08884E-05
2.2154,2215.4,7.58712E-05
2.2156,2215.6,0.000080886
2.2158,2215.8,7.57728E-05
2.216,2216,0.000080796
2.2162,2216.2,0.000075834
2.2164,2216.4,8.08872E-05
2.2167,2216.7,0.000075738
2.2169,2216.9,8.07936E-05
2.2171,2217.1,7.57752E-05
2.2173,2217.3,0.000080754
2.2175,2217.5,7.56996E-05
2.2177,2217.7,8.07732E-05
2.218,2218,7.58208E-05
2.2182,2218.2,8.07408E-05
2.2184,2218.4,0.00007563
2.2186,2218.6,8.07576E-05
2.2188,2218.8,7.56468E-05
2.219,2219,8.06556E-05
2.2193,2219.3,7.55736E-05
2.2195,2219.5,8.06352E-05
2.2197,2219.7,7.56744E-05
2.2199,2219.9,8.05956E-05
2.2201,2220.1,7.55544E-05
2.2204,2220.4,8.06328E-05
2.2206,2220.6,7.56348E-05
2.2208,2220.8,8.05524E-05
2.221,2221,0.000075558
2.2212,2221.2,8.05452E-05
2.2214,2221.4,0.00007548
2.2217,2221.7,0.00008052
2.2219,2221.9,7.55004E-05
2.2221,2222.1,8.04936E-05
2.2223,2222.3,7.53816E-05
2.2225,2222.5,8.05428E-05
2.2227,2222.7,7.54476E-05
2.223,2223,8.04324E-05
2.2232,2223.2,0.000075468
2.2234,2223.4,8.04036E-05
2.2236,2223.6,7.53828E-05
2.2238,2223.8,8.03544E-05
2.224,2224,7.53672E-05
2.2243,2224.3,8.03712E-05
2.2245,2224.5,7.54848E-05
2.2247,2224.7,0.000080346
2.2249,2224.9,7.53096E-05
2.2251,2225.1,8.03844E-05
2.2254,2225.4,7.53192E-05
2.2256,2225.6,8.03208E-05
2.2258,2225.8,7.53732E-05
2.226,2226,8.02416E-05
2.2262,2226.2,7.52856E-05
2.2264,2226.4,8.02236E-05
2.2267,2226.7,7.52652E-05
2.2269,2226.9,8.02572E-05
2.2271,2227.1,7.51668E-05
2.2273,2227.3,8.02752E-05
2.2275,2227.5,7.52388E-05
2.2277,2227.7,8.01372E-05
2.228,2228,7.52016E-05
2.2282,2228.2,8.02392E-05
2.2284,2228.4,7.52508E-05
2.2286,2228.6,8.00712E-05
2.2288,2228.8,7.51752E-05
2.229,2229,8.00736E-05
2.2293,2229.3,7.51236E-05
2.2295,2229.5,8.00904E-05
2.2297,2229.7,7.50552E-05
2.2299,2229.9,8.01012E-05
2.2301,2230.1,7.50564E-05
2.2303,2230.3,0.000080016
2.2306,2230.6,7.50492E-05
2.2308,2230.8,7.99716E-05
2.231,2231,7.50732E-05
2.2312,2231.2,0.000080106
2.2314,2231.4,7.49628E-05
2.2317,2231.7,7.99644E-05
2.2319,2231.9,7.49376E-05
2.2321,2232.1,0.000079896
2.2323,2232.3,7.49916E-05
2.2325,2232.5,7.98972E-05
2.2327,2232.7,0.00007494
2.233,2233,7.98984E-05
2.2332,2233.2,7.49352E-05
2.2334,2233.4,7.98852E-05
2.2336,2233.6,0.000075
2.2338,2233.8,7.97688E-05
2.234,2234,7.48068E-05
2.2343,2234.3,7.97928E-05
2.2345,2234.5,0.00007488
2.2347,2234.7,7.98456E-05
2.2349,2234.9,7.47504E-05
2.2351,2235.1,7.98048E-05
2.2353,2235.3,0.000074826
2.2356,2235.6,7.97196E-05
2.2358,2235.8,0.000074826
2.236,2236,7.97688E-05
2.2362,2236.2,7.47396E-05
2.2364,2236.4,7.97004E-05
2.2367,2236.7,7.47396E-05
2.2369,2236.9,7.96008E-05
2.2371,2237.1,0.000074634
2.2373,2237.3,7.95972E-05
2.2375,2237.5,0.000074742
2.2377,2237.7,7.96584E-05
2.238,2238,7.46412E-05
2.2382,2238.2,7.95636E-05
2.2384,2238.4,7.46676E-05
2.2386,2238.6,7.96536E-05
2.2388,2238.8,7.46196E-05
2.239,2239,7.94844E-05
2.2393,2239.3,7.45704E-05
2.2395,2239.5,7.94244E-05
2.2397,2239.7,7.45668E-05
2.2399,2239.9,0.000079476
2.2401,2240.1,7.45068E-05
2.2403,2240.3,7.94892E-05
2.2406,2240.6,7.45128E-05
2.2408,2240.8,7.94652E-05
2.241,2241,7.44828E-05
2.2412,2241.2,7.93872E-05
2.2414,2241.4,0.000074568
2.2417,2241.7,7.93296E-05
2.2419,2241.9,7.43796E-05
2.2421,2242.1,7.93188E-05
2.2423,2242.3,7.43772E-05
2.2425,2242.5,7.93788E-05
2.2427,2242.7,7.43808E-05
2.243,2243,7.93248E-05
2.2432,2243.2,7.43952E-05
2.2434,2243.4,7.92744E-05
2.2436,2243.6,7.43916E-05
2.2438,2243.8,7.92804E-05
2.244,2244,7.43268E-05
2.2443,2244.3,7.91844E-05
2.2445,2244.5,7.43004E-05
2.2447,2244.7,7.91724E-05
2.2449,2244.9,7.41816E-05
2.2451,2245.1,0.000079116
2.2453,2245.3,7.42596E-05
2.2456,2245.6,7.92324E-05
2.2458,2245.8,0.000074352
2.246,2246,7.91028E-05
2.2462,2246.2,7.42752E-05
2.2464,2246.4,7.91316E-05
2.2466,2246.6,7.41444E-05
2.2469,2246.9,7.90572E-05
2.2471,2247.1,7.41204E-05
2.2473,2247.3,7.91028E-05
2.2475,2247.5,0.000074196
2.2477,2247.7,0.000079068
2.248,2248,7.40724E-05
2.2482,2248.2,7.90404E-05
2.2484,2248.4,7.40916E-05
2.2486,2248.6,7.90176E-05
2.2488,2248.8,7.40796E-05
2.249,2249,7.89048E-05
2.2493,2249.3,7.41132E-05
2.2495,2249.5,0.000078972
2.2497,2249.7,0.000074022
2.2499,2249.9,7.88976E-05
2.2501,2250.1,7.40184E-05
2.2503,2250.3,7.88592E-05
2.2506,2250.6,7.40364E-05
2.2508,2250.8,7.88712E-05
2.251,2251,0.00007404
2.2512,2251.2,7.89036E-05
2.2514,2251.4,7.40256E-05
2.2516,2251.6,7.88448E-05
2.2519,2251.9,0.000073926
2.2521,2252.1,7.86852E-05
2.2523,2252.3,7.38948E-05
2.2525,2252.5,0.000078786
2.2527,2252.7,0.000073878
2.253,2253,7.87416E-05
2.2532,2253.2,7.38288E-05
2.2534,2253.4,7.87308E-05
2.2536,2253.6,0.000073872
2.2538,2253.8,7.87488E-05
2.254,2254,0.000073932
2.2543,2254.3,7.87728E-05
2.2545,2254.5,0.000073776
2.2547,2254.7,7.86108E-05
2.2549,2254.9,7.37772E-05
2.2551,2255.1,7.86372E-05
2.2553,2255.3,7.36836E-05
2.2556,2255.6,0.000078588
2.2558,2255.8,7.37796E-05
2.256,2256,0.000078558
2.2562,2256.2,7.37736E-05
2.2564,2256.4,7.85448E-05
2.2566,2256.6,7.37184E-05
2.2569,2256.9,7.85292E-05
2.2571,2257.1,7.36104E-05
2.2573,2257.3,7.85064E-05
2.2575,2257.5,7.36404E-05
2.2577,2257.7,0.000078474
2.258,2258,7.37436E-05
2.2582,2258.2,7.83828E-05
2.2584,2258.4,7.35624E-05
2.2586,2258.6,7.84884E-05
2.2588,2258.8,7.36068E-05
2.259,2259,7.84632E-05
2.2593,2259.3,7.35936E-05
2.2595,2259.5,0.000078492
2.2597,2259.7,7.35948E-05
2.2599,2259.9,7.82676E-05
2.2601,2260.1,7.35168E-05
2.2603,2260.3,7.84464E-05
2.2606,2260.6,7.35276E-05
2.2608,2260.8,0.000078324
2.261,2261,0.000073482
2.2612,2261.2,7.82784E-05
2.2614,2261.4,7.33728E-05
2.2616,2261.6,0.00007833
2.2619,2261.9,7.34592E-05
2.2621,2262.1,7.81992E-05
2.2623,2262.3,7.33788E-05
2.2625,2262.5,7.82664E-05
2.2627,2262.7,7.34184E-05
2.263,2263,7.81188E-05
2.2632,2263.2,7.33512E-05
2.2634,2263.4,7.82508E-05
2.2636,2263.6,0.000073338
2.2638,2263.8,7.82088E-05
2.264,2264,7.32444E-05
2.2643,2264.3,7.81776E-05
2.2645,2264.5,7.33416E-05
2.2647,2264.7,7.80756E-05
2.2649,2264.9,7.32492E-05
2.2651,2265.1,7.80696E-05
2.2653,2265.3,7.32444E-05
2.2656,2265.6,7.80084E-05
2.2658,2265.8,7.32276E-05
2.266,2266,7.80816E-05
2.2662,2266.2,7.32372E-05
2.2664,2266.4,0.00007806
2.2666,2266.6,7.31916E-05
2.2669,2266.9,7.78656E-05
2.2671,2267.1,7.31916E-05
2.2673,2267.3,0.000077988
2.2675,2267.5,7.31412E-05
2.2677,2267.7,7.78836E-05
2.2679,2267.9,7.32504E-05
2.2682,2268.2,7.79928E-05
2.2684,2268.4,7.31208E-05
2.2686,2268.6,0.000077892
2.2688,2268.8,7.31748E-05
2.269,2269,0.000077802
2.2693,2269.3,7.30596E-05
2.2695,2269.5,7.78452E-05
2.2697,2269.7,7.30464E-05
2.2699,2269.9,7.77972E-05
2.2701,2270.1,7.30896E-05
2.2703,2270.3,7.78392E-05
2.2706,2270.6,7.30716E-05
2.2708,2270.8,7.77456E-05
2.271,2271,7.30464E-05
2.2712,2271.2,7.77396E-05
2.2714,2271.4,7.29492E-05
2.2716,2271.6,7.76448E-05
2.2719,2271.9,7.29312E-05
2.2721,2272.1,7.77564E-05
2.2723,2272.3,7.29528E-05
2.2725,2272.5,7.76412E-05
2.2727,2272.7,7.29852E-05
2.2729,2272.9,7.76076E-05
2.2732,2273.2,7.28472E-05
2.2734,2273.4,7.76208E-05
2.2736,2273.6,7.29144E-05
2.2738,2273.8,0.000077586
2.274,2274,7.29264E-05
2.2743,2274.3,7.75332E-05
2.2745,2274.5,7.28076E-05
2.2747,2274.7,7.75224E-05
2.2749,2274.9,7.28832E-05
2.2751,2275.1,7.75272E-05
2.2753,2275.3,7.28664E-05
2.2756,2275.6,7.74408E-05
2.2758,2275.8,7.27332E-05
2.276,2276,0.000077496
2.2762,2276.2,7.26636E-05
2.2764,2276.4,0.000077424
2.2766,2276.6,0.00007272
2.2769,2276.9,7.74804E-05
2.2771,2277.1,7.27512E-05
2.2773,2277.3,7.73076E-05
2.2775,2277.5,7.27224E-05
2.2777,2277.7,7.73952E-05
2.2779,2277.9,7.26636E-05
2.2782,2278.2,7.73568E-05
2.2784,2278.4,7.27116E-05
2.2786,2278.6,0.000077424
2.2788,2278.8,7.25988E-05
2.279,2279,7.73664E-05
2.2793,2279.3,7.24872E-05
2.2795,2279.5,0.000077214
2.2797,2279.7,0.000072552
2.2799,2279.9,7.73448E-05
2.2801,2280.1,7.25916E-05
2.2803,2280.3,7.72428E-05
2.2806,2280.6,0.000072582
2.2808,2280.8,0.000077244
2.281,2281,0.000072456
2.2812,2281.2,0.00007719
2.2814,2281.4,7.25196E-05
2.2816,2281.6,7.71468E-05
2.2819,2281.9,7.25184E-05
2.2821,2282.1,7.71888E-05
2.2823,2282.3,0.000072402
2.2825,2282.5,7.71192E-05
2.2827,2282.7,7.24836E-05
2.2829,2282.9,0.000077232
2.2832,2283.2,0.000072474
2.2834,2283.4,0.000077106
2.2836,2283.6,0.000072366
2.2838,2283.8,7.71276E-05
2.284,2284,7.23924E-05
2.2842,2284.2,7.70364E-05
2.2845,2284.5,7.23708E-05
2.2847,2284.7,0.000077088
2.2849,2284.9,7.23384E-05
2.2851,2285.1,7.69608E-05
2.2853,2285.3,7.21848E-05
2.2856,2285.6,7.69992E-05
2.2858,2285.8,7.22448E-05
2.286,2286,7.70436E-05
2.2862,2286.2,7.23684E-05
2.2864,2286.4,7.69608E-05
2.2866,2286.6,7.22628E-05
2.2869,2286.9,7.68996E-05
2.2871,2287.1,7.22856E-05
2.2873,2287.3,0.000076902
2.2875,2287.5,7.21836E-05
2.2877,2287.7,0.000076932
2.2879,2287.9,0.000072222
2.2882,2288.2,0.000076818
2.2884,2288.4,7.21164E-05
2.2886,2288.6,7.68408E-05
2.2888,2288.8,7.21596E-05
2.289,2289,7.68456E-05
2.2892,2289.2,7.22436E-05
2.2895,2289.5,0.000076698
2.2897,2289.7,7.21728E-05
2.2899,2289.9,7.67628E-05
2.2901,2290.1,0.000072048
2.2903,2290.3,7.67052E-05
2.2906,2290.6,7.19712E-05
2.2908,2290.8,0.000076764
2.291,2291,7.20372E-05
2.2912,2291.2,7.66296E-05
2.2914,2291.4,7.20336E-05
2.2916,2291.6,7.67064E-05
2.2919,2291.9,7.20996E-05
2.2921,2292.1,7.66848E-05
2.2923,2292.3,7.20384E-05
2.2925,2292.5,0.00007659
2.2927,2292.7,7.19964E-05
2.2929,2292.9,7.66224E-05
2.2932,2293.2,0.000071868
2.2934,2293.4,7.65876E-05
2.2936,2293.6,7.18872E-05
2.2938,2293.8,0.000076632
2.294,2294,7.19412E-05
2.2942,2294.2,7.65588E-05
2.2945,2294.5,7.19568E-05
2.2947,2294.7,7.65096E-05
2.2949,2294.9,0.000071964
2.2951,2295.1,7.64748E-05
2.2953,2295.3,7.16736E-05
2.2956,2295.6,7.65012E-05
2.2958,2295.8,0.000071796
2.296,2296,7.64256E-05
2.2962,2296.2,7.17624E-05
2.2964,2296.4,0.000076392
2.2966,2296.6,7.18428E-05
2.2969,2296.9,7.64352E-05
2.2971,2297.1,7.18008E-05
